# Fracture 1 Parallel,Fracture 2 Parallel,Fracture 3 Parallel,Fracture 1 Non-Parallel,Fracture 2 Non-Parallel,Fracture 3 Non-Parallel
3.341755431777001917e+01,3.330682469841430304e+01,3.327562098381568489e+01,3.310702457289120559e+01,3.330553227392380933e+01,3.358744315318497797e+01
3.364935125886676559e+01,3.323408470745649623e+01,3.311656403367674528e+01,3.249041064010565094e+01,3.321529103936266836e+01,3.429429832053168781e+01
3.397808779157628578e+01,3.313136031302977358e+01,3.289055189539392643e+01,3.163386843857040631e+01,3.304917118674566012e+01,3.531696037468393001e+01
3.434778289988273059e+01,3.301620753772476036e+01,3.263600956239250195e+01,3.069976668670488351e+01,3.280143450641238445e+01,3.649879880688274625e+01
3.471507015214081804e+01,3.290188751761386499e+01,3.238304233024530987e+01,2.980621380674878296e+01,3.248218798739416968e+01,3.771159820585704381e+01
3.505422513006956109e+01,3.279611064425706246e+01,3.214966422567338356e+01,2.901406606906177288e+01,3.211407280116104346e+01,3.887186112977719432e+01
3.535399385819651741e+01,3.270222594673168004e+01,3.194378019507179189e+01,2.834127540328161388e+01,3.172335982508199237e+01,3.993536477163639375e+01
3.561227864468035875e+01,3.262088744157237130e+01,3.176683391374727350e+01,2.778232368025933141e+01,3.133275930009284949e+01,4.088491701964783687e+01
3.583174738177711305e+01,3.255135213788498305e+01,3.161690048033791101e+01,2.732223070646507423e+01,3.095840161515540601e+01,4.171936767837953397e+01
3.601702539329106401e+01,3.249229026323231295e+01,3.149068434347664436e+01,2.694413180819591958e+01,3.060991036940724896e+01,4.244595782239682791e+01
3.617316006595011402e+01,3.244222814111487452e+01,3.138461179293501857e+01,2.663256233860422029e+01,3.029182611300686290e+01,4.307561154838890616e+01
3.630489136085574842e+01,3.239976324773628846e+01,3.129534539140796312e+01,2.637449509281639237e+01,3.000523880336729121e+01,4.362026610381631997e+01
3.641636961303635189e+01,3.236365221684837934e+01,3.121997817011525811e+01,2.615938435173782040e+01,2.974914099456090710e+01,4.409147465370126184e+01
3.651109780159968210e+01,3.233283355278657467e+01,3.115606864561375389e+01,2.597884927591603343e+01,2.952139427473976596e+01,4.449975644934420416e+01
3.659197440190461492e+01,3.230641975215626616e+01,3.110160584593912247e+01,2.582627724718144435e+01,2.931935850511995056e+01,4.485436424769859087e+01
3.666137308339330048e+01,3.228367716160908429e+01,3.105494975499761168e+01,2.569645575543461646e+01,2.914027281613051912e+01,4.516327142843486087e+01
3.672122883045545194e+01,3.226400268346883138e+01,3.101476848607570957e+01,2.558526529459648913e+01,2.898146975653431312e+01,4.543326494886918709e+01
3.677311740761334136e+01,3.224690150289091406e+01,3.097998108949573393e+01,2.548943519785179035e+01,2.884048387296305194e+01,4.567008092918516127e+01
