# Fracture 1 Parallel,Fracture 2 Parallel,Fracture 3 Parallel,Fracture 1 Non-Parallel,Fracture 2 Non-Parallel,Fracture 3 Non-Parallel
3.342374063739203649e+01,3.330504517828422451e+01,3.327121418432374611e+01,3.293297833111160600e+01,3.330204547386018277e+01,3.376497619502822545e+01
3.366232971611859170e+01,3.323061107326095964e+01,3.310705921062045576e+01,3.189091717344553700e+01,3.318850564476719711e+01,3.492057718178725167e+01
3.397711738591024755e+01,3.313273299904043512e+01,3.289014961504931023e+01,3.055405427855396994e+01,3.295894498082401469e+01,3.648700074062202958e+01
3.430183413328143160e+01,3.303188819385585617e+01,3.266627767286269801e+01,2.922776315252516710e+01,3.260854145599537190e+01,3.816369539147947165e+01
3.459746871314217032e+01,3.293991626704215747e+01,3.246261501981566511e+01,2.807105991042294235e+01,3.217088366765896978e+01,3.975805642191810563e+01
3.484935179948801931e+01,3.286124427699510875e+01,3.228940392351687194e+01,2.712447380869057412e+01,3.169497484308086399e+01,4.118055134822856189e+01
3.505684204585280384e+01,3.279610638530827771e+01,3.214705156883891846e+01,2.637073235164854523e+01,3.122265645187520988e+01,4.240661119647624844e+01
3.522522084465674652e+01,3.274296242979047378e+01,3.203181672555277260e+01,2.577516738196228729e+01,3.078047261209108498e+01,4.344436000594661351e+01
3.536128421779225306e+01,3.269979754230157454e+01,3.193891823990617951e+01,2.530348535491710038e+01,3.038127362913470719e+01,4.431524101594818887e+01
3.547143959235054922e+01,3.266468944965225774e+01,3.186387095799718594e+01,2.492722924923454286e+01,3.002870455258566196e+01,4.504406619817979163e+01
3.556108655377563821e+01,3.263600097576443915e+01,3.180291247045992620e+01,2.462430229527294401e+01,2.972121808288894940e+01,4.565447962183809949e+01
3.563455212977430620e+01,3.261240759350796026e+01,3.175304027671774065e+01,2.437797916027375678e+01,2.945479702570080249e+01,4.616722381402544073e+01
3.569522451018695364e+01,3.259286338826284890e+01,3.171191210155018680e+01,2.417569088962633472e+01,2.922455708735434854e+01,4.659975202301931319e+01
3.574573207983484480e+01,3.257655100118818581e+01,3.167771691897696229e+01,2.400797612091248467e+01,2.902559601122154476e+01,4.696642786786597412e+01
3.578811015377602445e+01,3.256283344793716594e+01,3.164905639828680251e+01,2.386766952228655825e+01,2.885339300854401046e+01,4.727893746916942774e+01
3.582393871067584001e+01,3.255121350790435031e+01,3.162484778141981323e+01,2.374930021574757433e+01,2.870396007031085261e+01,4.754673971394157661e+01
3.585445029892971291e+01,3.254130143630288785e+01,3.160424826476740279e+01,2.364865311306776618e+01,2.857386569012526678e+01,4.777748119680696703e+01
3.588061247635627637e+01,3.253279000866236004e+01,3.158659751498136359e+01,2.356245030268978979e+01,2.846019869476841890e+01,4.797735100254178775e+01
3.590319008797474254e+01,3.252543548881929070e+01,3.157137442320596676e+01,2.348811907969628265e+01,2.836050838748289138e+01,4.815137253282082241e+01
3.592279214121990805e+01,3.251904318968913543e+01,3.155816466909095297e+01,2.342362209372135595e+01,2.827273938326851521e+01,4.830363852301012884e+01
3.593990711478630828e+01,3.251345652328177493e+01,3.154663636193192389e+01,2.336733205717981932e+01,2.819516979089871711e+01,4.843749815192146713e+01
3.595492964531525359e+01,3.250854867655883851e+01,3.153652167812591145e+01,2.331793856027988454e+01,2.812635626988097570e+01,4.855570516983915041e+01
3.596818079761967368e+01,3.250421625694091432e+01,3.152760294543940844e+01,2.327437817025608879e+01,2.806508689914175392e+01,4.866053493060216084e+01
3.597992355193396463e+01,3.250037441594925980e+01,3.151970203211676846e+01,2.323578154487672620e+01,2.801034156689161136e+01,4.875387688823166599e+01
3.599037471253907938e+01,3.249695308520973214e+01,3.151267220225118493e+01,2.320143307952749367e+01,2.796125907876491112e+01,4.883730784170759875e+01
3.599971412550818428e+01,3.249389405309162271e+01,3.150639182140019656e+01,2.317073986371589811e+01,2.791711003048067496e+01,4.891215010580342692e+01
3.600809186148241992e+01,3.249114867987947264e+01,3.150075945863811100e+01,2.314320760937375354e+01,2.787727451281091362e+01,4.897951787781533994e+01
3.601563385002160800e+01,3.248867610069807199e+01,3.149569004928032356e+01,2.311842184269129064e+01,2.784122381159430049e+01,4.904035434571440533e+01
3.602244632824133674e+01,3.248644180322321517e+01,3.149111186853544808e+01,2.309603310115165797e+01,2.780850538369308822e+01,4.909546151515525025e+01
3.602861937564485117e+01,3.248441649511976692e+01,3.148696412923537835e+01,2.307574520151725039e+01,2.777873050706514135e+01,4.914552429141760825e+01
3.603422974020246983e+01,3.248257519680980465e+01,3.148319506298772197e+01,2.305730587974233359e+01,2.775156410906541282e+01,4.919113001119226425e+01
3.603934311125553336e+01,3.248089651054554139e+01,3.147976037819891104e+01,2.304049927582941493e+01,2.772671636821840124e+01,4.923278435595217672e+01
3.604401595801854796e+01,3.247936202823835572e+01,3.147662201374308921e+01,2.302513986343794627e+01,2.770393576089799481e+01,4.927092437566405181e+01
3.604829702490793153e+01,3.247795584912693556e+01,3.147374712596513291e+01,2.301106751818911533e+01,2.768300328697215917e+01,4.930592919483873260e+01
3.605222855419638961e+01,3.247666418487892059e+01,3.147110726092468980e+01,2.299814348901119132e+01,2.766372765939386724e+01,4.933812885159493788e+01
3.605584729079556894e+01,3.247547503467095709e+01,3.146867767453346332e+01,2.298624708988748111e+01,2.764594128386827521e+01,4.936781162624425434e+01
3.605918531201323418e+01,3.247437791657043960e+01,3.146643677141631912e+01,2.297527296956997489e+01,2.762949688785186808e+01,4.939523014257814992e+01
3.606227071597381695e+01,3.247336364444588241e+01,3.146436563958030064e+01,2.296512884750275774e+01,2.761426468476766871e+01,4.942060646772956289e+01
3.606512819533383407e+01,3.247242414187508786e+01,3.146244766279108163e+01,2.295573362776301352e+01,2.760012998071304935e+01,4.944413639152393358e+01
3.606777951745721822e+01,3.247155228625936729e+01,3.146066819628342515e+01,2.294701582103805393e+01,2.758699114813425979e+01,4.946599303082768984e+01
3.607024392795498358e+01,3.247074177771240500e+01,3.145901429433260432e+01,2.293891221880769038e+01,2.757475790478649103e+01,4.948632987640583281e+01
3.607253849116052180e+01,3.246998702835703909e+01,3.145747448048243911e+01,2.293136677496563181e+01,2.756334984746380456e+01,4.950528337757057074e+01
3.607467837848316350e+01,3.246928306850443136e+01,3.145603855301240515e+01,2.292432965880618667e+01,2.755269519900461361e+01,4.952297514218921037e+01
3.607667711350844542e+01,3.246862546685594708e+01,3.145469741963561461e+01,2.291775645017184004e+01,2.754272973438743222e+01,4.953951381544072774e+01
3.607854678106058088e+01,3.246801026239678833e+01,3.145344295654262723e+01,2.291160745300942736e+01,2.753339585767162134e+01,4.955499668931895485e+01
3.608029820612440375e+01,3.246743390607650070e+01,3.145226788779911331e+01,2.290584710793480738e+01,2.752464180636981439e+01,4.956951108569538178e+01
3.608194110746698868e+01,3.246689321070997636e+01,3.145116568182303851e+01,2.290044348789125905e+01,2.751642096379080016e+01,4.958313554831794079e+01
3.608348422994479421e+01,3.246638530780867882e+01,3.145013046224652697e+01,2.289536786379575872e+01,2.750869126312539592e+01,4.959594087307883825e+01
3.608493545879588282e+01,3.246590761027218264e+01,3.144915693093193099e+01,2.289059432933811422e+01,2.750141466970675808e+01,4.960799100095511704e+01
3.608630191865257331e+01,3.246545778005474148e+01,3.144824030129268522e+01,2.288609947593919003e+01,2.749455673006454148e+01,4.961934379399626494e+01
3.608759005955587185e+01,3.246503370006374212e+01,3.144737624038039314e+01,2.288186211038043893e+01,2.748808617820220945e+01,4.963005171141734451e+01
3.608880573187768448e+01,3.246463344967420994e+01,3.144656081844810913e+01,2.287786300884421919e+01,2.748197459102672013e+01,4.964016240012905712e+01
3.608995425174917671e+01,3.246425528333723065e+01,3.144579046491360330e+01,2.287408470211665446e+01,2.747619608610367692e+01,4.964971921177967573e+01
3.609104045834042296e+01,3.246389761184728684e+01,3.144506192981227954e+01,2.287051128753729756e+01,2.747072705594992215e+01,4.965876165651278029e+01
3.609206876412681453e+01,3.246355898589728639e+01,3.144437224997589198e+01,2.286712826396831844e+01,2.746554593394424160e+01,4.966732580208743997e+01
3.609304319910302894e+01,3.246323808160951074e+01,3.144371871928744966e+01,2.286392238663004761e+01,2.746063298766033256e+01,4.967544462570961628e+01
3.609396744976070437e+01,3.246293368777672583e+01,3.144309886246257690e+01,2.286088153912344367e+01,2.745597013604035297e+01,4.968314832483621046e+01
3.609484489352393410e+01,3.246264469458682811e+01,3.144251041188924134e+01,2.285799462036085572e+01,2.745154078733852998e+01,4.969046459230060719e+01
3.609567862923616843e+01,3.246237008363816301e+01,3.144195128712566856e+01,2.285525144445848156e+01,2.744732969520048016e+01,4.969741886034104539e+01
3.609647150420624229e+01,3.246210891907906415e+01,3.144141957671469001e+01,2.285264265192454403e+01,2.744332283061034516e+01,4.970403451746510370e+01
3.609722613824769866e+01,3.246186033973138052e+01,3.144091352202092438e+01,2.285015963071388612e+01,2.743950726775016946e+01,4.971033310153593732e+01
3.609794494508835072e+01,3.246162355207345485e+01,3.144043150283819443e+01,2.284779444591941555e+01,2.743587108208076941e+01,4.971633447199981504e+01
3.609863015147103482e+01,3.246139782397866469e+01,3.143997202455029338e+01,2.284553977703991023e+01,2.743240325918066702e+01,4.972205696377942274e+01
