# Well Angle,Fracture 1,Fracture 2,Fracture 3,Pressure Drop
1.003354252449484146e-01,3.355849498329394009e+01,3.307210473715929311e+01,3.336940027954675969e+01,4.723871623708786416e+01
2.006706966436306028e-01,3.295767453668013758e+01,3.305239731596235231e+01,3.398992814735751011e+01,4.728151476376834950e+01
3.010056603245632179e-01,3.236412735697305720e+01,3.301730789418004264e+01,3.461856474884689305e+01,4.730534314884709346e+01
4.013401625788883820e-01,3.177745916277237725e+01,3.296679541905172783e+01,3.525574541817588425e+01,4.731020607022401947e+01
5.006912612564722309e-01,3.120293736258765094e+01,3.290151955639123571e+01,3.589554308102111690e+01,4.729631410186902940e+01
6.005615116529761099e-01,3.063145660653112046e+01,3.282051773385906301e+01,3.654802565960980587e+01,4.726354410667095607e+01
7.004308497143204582e-01,3.006567513606421116e+01,3.272398831931182883e+01,3.721033654462397067e+01,4.721185154948310725e+01
8.002991237428552784e-01,2.950523471790283381e+01,3.261180664718638411e+01,3.788295863491078563e+01,4.714114358011163119e+01
9.001661820506275946e-01,2.894978281810247722e+01,3.248382622535050501e+01,3.856639095654701066e+01,4.705130244262184647e+01
1.000031872960765789e+00,2.839897185807853219e+01,3.233987827068182952e+01,3.926114987123963829e+01,4.694218509611772561e+01
1.100961253905949455e+00,2.784665094122757978e+01,3.217797550023141184e+01,3.997537355854100838e+01,4.681214592731365798e+01
1.200823736403118236e+00,2.730413569098745796e+01,3.200131826754664388e+01,4.069454604146590526e+01,4.666373286269215725e+01
1.300418102405262344e+00,2.676667006624953160e+01,3.180858260426774820e+01,4.142474732948272731e+01,4.649593056232009047e+01
1.400809364927726230e+00,2.622819721723892883e+01,3.159730764087672128e+01,4.217449514188433568e+01,4.630653343152489043e+01
1.500665914816155189e+00,2.569553700946859465e+01,3.136993645200308478e+01,4.293452653852833123e+01,4.609769336755220337e+01
1.600520185534808570e+00,2.516549135835393614e+01,3.112507619451498897e+01,4.370943244713106424e+01,4.586815152658408579e+01
1.700105757316529465e+00,2.463913178440455098e+01,3.086310617797022360e+01,4.449776203762522186e+01,4.561826601324985120e+01
1.800221283243522041e+00,2.411191043756502239e+01,3.058147829340850521e+01,4.530661126902648306e+01,4.534557725897257541e+01
1.899950655587020032e+00,2.358831992723270687e+01,3.028232377962154587e+01,4.612935629314574726e+01,4.505212961517159442e+01
1.999930083045492024e+00,2.306467743871532150e+01,2.996333235072157919e+01,4.697199021056309931e+01,4.473565527185552071e+01
2.099906465473766470e+00,2.254197041380535893e+01,2.962476654455652891e+01,4.783326304163812637e+01,4.439639580231608562e+01
2.199879650817317511e+00,2.201985241196446452e+01,2.926611839857016761e+01,4.871402918946537142e+01,4.403383867213848646e+01
2.299849487050810826e+00,2.149797214685716185e+01,2.888684247774297376e+01,4.961518537539987506e+01,4.364743182068503558e+01
2.399815822179489189e+00,2.097597259736831177e+01,2.848635376215370840e+01,5.053767364047797628e+01,4.323658164204924503e+01
2.499778504240557808e+00,2.045349007835844546e+01,2.806402534057851739e+01,5.148248458106302650e+01,4.280065078165824843e+01
2.599737381304565442e+00,1.993015326574885293e+01,2.761918589302053562e+01,5.245066084123061501e+01,4.233895573353965602e+01
2.699692301476790846e+00,1.940558217008911868e+01,2.715111694311559987e+01,5.344330088679528501e+01,4.185076422161300513e+01
2.799643112898621666e+00,1.887938705225758795e+01,2.665904985919151216e+01,5.446156308855090344e+01,4.133529234654506723e+01
2.899589663748938673e+00,1.835116727437757689e+01,2.614216258032312012e+01,5.550667014529929588e+01,4.079170147771130672e+01
2.999531802245492429e+00,1.782051007839120871e+01,2.559957604099437489e+01,5.657991388061440574e+01,4.021909486754239538e+01
3.099469376646286189e+00,1.728698928400799062e+01,2.503035026491255266e+01,5.768266045107944962e+01,3.961651396304780093e+01
3.199402235250955240e+00,1.675016389692695995e+01,2.443348009506275531e+01,5.881635600801028119e+01,3.898293438651911202e+01
3.299330226402140021e+00,1.620957661730942689e+01,2.380789052319853738e+01,5.998253285949203217e+01,3.831726155429791447e+01
3.399253198486867245e+00,1.566475223743694833e+01,2.315243157756627568e+01,6.118281618499676000e+01,3.761832589904034307e+01
3.499170999937923909e+00,1.511519591631678416e+01,2.246587272268737578e+01,6.241893136099585604e+01,3.688487765697312426e+01
3.599083479235231753e+00,1.456039131767205497e+01,2.174689671939082203e+01,6.369271196293713189e+01,3.611558117732562323e+01
3.698990484907222154e+00,1.399979859625715761e+01,2.099409288690008779e+01,6.500610851684275815e+01,3.530900870619704079e+01
3.798891865532205259e+00,1.343285221575449739e+01,2.020594970152187386e+01,6.636119808272363230e+01,3.446363359164722340e+01
3.898787469739746658e+00,1.285895857959984667e+01,1.938084665822801966e+01,6.776019476217213366e+01,3.357782285062729244e+01
3.998677146212032518e+00,1.227749345393014480e+01,1.851704531201880499e+01,6.920546123405105732e+01,3.264982903143692283e+01
4.098560743685243146e+00,1.168779915941325953e+01,1.761267940522625608e+01,7.069952143536049505e+01,3.167778129761358485e+01
4.198438110950915458e+00,1.108918150596343821e+01,1.666574397465708302e+01,7.224507451937948588e+01,3.065967565036181952e+01
4.298309096857314771e+00,1.048090644122938286e+01,1.567408331845128799e+01,7.384501024031933980e+01,2.959336419677146068e+01
4.398173550310795044e+00,9.862196380213292812e+00,1.463537768646353499e+01,7.550242593332316687e+01,2.847654335994563723e+01
4.498031320277168454e+00,9.232226179382729825e+00,1.354712853953758867e+01,7.722064528107968329e+01,2.730674091462421060e+01
4.597882255783063421e+00,8.590118714110769105e+00,1.240664220186816635e+01,7.900323908402107520e+01,2.608130171777539630e+01
4.697726205917286180e+00,7.934940013152383287e+00,1.121101170627830079e+01,8.085404828056933013e+01,2.479737198773462836e+01
4.797563019832182363e+00,7.265693898057898004e+00,9.957096604180257771e+00,8.277720949776184511e+01,2.345188196758713417e+01
4.897392546744996800e+00,6.581316068847768541e+00,8.641500479629188547e+00,8.477718345152304380e+01,2.204152678838529411e+01
4.997214635939223548e+00,5.880667569831347308e+00,7.260545869518509221e+00,8.685878656065014525e+01,2.056274532519222120e+01
5.097029136765969248e+00,5.162527561038246837e+00,5.810246248793041524e+00,8.902722619016870453e+01,1.901169681364759967e+01
5.196835898645304042e+00,4.425585311229206731e+00,4.286274689611142108e+00,9.128813999915965383e+01,1.738423496645566857e+01
5.296634771067609826e+00,3.668431317744214049e+00,2.683928745569605923e+00,9.364763993668618980e+01,1.567587929760941279e+01
5.396425603594937392e+00,3.980768381493383856e+00,3.462026322038944226e+00,9.255720529646768568e+01,1.651655466575677167e+01
5.496208245862351127e+00,4.637365706611493721e+00,5.033550376197830190e+00,9.032908391719067254e+01,1.821293347580863653e+01
5.595982547579276378e+00,5.252585702119240807e+00,6.533572591640646188e+00,8.821384170624010324e+01,1.983968541939788111e+01
5.695748358530851263e+00,5.829561391675674997e+00,7.967283730725887914e+00,8.620315487759843620e+01,2.140145288939672596e+01
5.795505528579258936e+00,6.371134374731419747e+00,9.339384536107624868e+00,8.428948108916095805e+01,2.290247545177953725e+01
5.895253907665082949e+00,6.879886794929366722e+00,1.065414107020963641e+01,8.246597213486100486e+01,2.434663129245600643e+01
5.994993345808638630e+00,7.358169324034800951e+00,1.191543290652503551e+01,8.072639776944016887e+01,2.573747386816967975e+01
6.094723693111312457e+00,7.808125708881847871e+00,1.312679519761235092e+01,7.906507909350580121e+01,2.707826436020697258e+01
6.194444799756905873e+00,8.231714348034016027e+00,1.429145548528654430e+01,7.747683016667944855e+01,2.837200045253770142e+01
6.294156516012963110e+00,8.630727296535729565e+00,1.541236598547244796e+01,7.595690671799182780e+01,2.962144188848844806e+01
6.393858692232106122e+00,9.006807039333978082e+00,1.649223196896580390e+01,7.450096099170021091e+01,3.082913320104138322e+01
6.493551178853365968e+00,9.361461325017552682e+00,1.753353676619325441e+01,7.310500190878920534e+01,3.199742396056174698e+01
6.593233826403512410e+00,9.696076310052802683e+00,1.853856384588636530e+01,7.176535984406082491e+01,3.312848683920457660e+01
6.692906485498384406e+00,1.001192822851057329e+01,1.950941635185416345e+01,7.047865541963525970e+01,3.422433375264167665e+01
6.792569006844207280e+00,1.031019377238298596e+01,2.044803442664909809e+01,6.924177180096791062e+01,3.528683030626978478e+01
6.892221241238922325e+00,1.059195934215045121e+01,2.135621060415384775e+01,6.805183005369569571e+01,3.631770874410030103e+01
6.991863039573508409e+00,1.085822930557646870e+01,2.223560351353930997e+01,6.690616718088422488e+01,3.731857957342810295e+01
7.091494252833295597e+00,1.110993338419678089e+01,2.308775010348095336e+01,6.580231651232224976e+01,3.829094201662972097e+01
7.191114732099286755e+00,1.134793327113939121e+01,2.391407656699821160e+01,6.473799016186239896e+01,3.923619342261982013e+01
7.290724328549469391e+00,1.157302857034709476e+01,2.471590812298437356e+01,6.371106330666852813e+01,4.015563775409685121e+01
7.390322893460136378e+00,1.178596213563437622e+01,2.549447778975804013e+01,6.271956007460759253e+01,4.105049325256906911e+01
7.489910278207176475e+00,1.198742487799989931e+01,2.625093426822945375e+01,6.176164085377065049e+01,4.192189937079017170e+01
7.589486334267411038e+00,1.217806010099431191e+01,2.698634903706928867e+01,6.083559086193639587e+01,4.277092305148616447e+01
7.689050913219872108e+00,1.235846741650049552e+01,2.770172274920606625e+01,5.993980983429344178e+01,4.359856442193905934e+01
7.788603866747125792e+00,1.252920628685158455e+01,2.839799100773712937e+01,5.907280270541128431e+01,4.440576196581641000e+01
7.888145046636561020e+00,1.269079923363991469e+01,2.907602958964056583e+01,5.823317117671950882e+01,4.519339722651113789e+01
7.987674304781701373e+00,1.284373474873438425e+01,2.973665917729685404e+01,5.741960607396875105e+01,4.596229909006394365e+01
8.087191493183485846e+00,1.298846993882294143e+01,3.038064965057133904e+01,5.663088041060573374e+01,4.671324769023767942e+01
8.186696463951571801e+00,1.312543293113725973e+01,3.100872398591441481e+01,5.586584308294831658e+01,4.744697797357427049e+01
8.286189069305631705e+00,1.325502506482523302e+01,3.162156180346396539e+01,5.512341313171081936e+01,4.816418295806109739e+01
8.385669161576629449e+00,1.337762288964857760e+01,3.221980259836846017e+01,5.440257451198296224e+01,4.886551671531921670e+01
8.485136593208121525e+00,1.349357999124293706e+01,3.280404868839276133e+01,5.370237132036430694e+01,4.955159710301715137e+01
